timestamp,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,mbps,drop_delta,error_delta
2026-05-14T15:09:08,6801,12963,0,0,0,0,0.0,0,0
2026-05-14T15:09:10,6801,12963,0,0,0,0,0.0,0,0
2026-05-14T15:09:12,6801,12963,0,0,0,0,0.0,0,0
2026-05-14T15:09:14,6801,12963,0,0,0,0,0.0,0,0
2026-05-14T15:09:16,6801,12963,0,0,0,0,0.0,0,0
2026-05-14T15:09:18,6871,13033,0,0,0,0,0.001,0,0
2026-05-14T15:09:20,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:22,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:24,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:27,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:29,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:31,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:33,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:35,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:37,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:39,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:41,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:43,6871,13033,0,0,0,0,0.0,0,0
2026-05-14T15:09:46,6871,13033,0,0,0,0,0.0,0,0
